expAB_z;i;q_r;modelFlux_r;expAB_i;expRad_u;q_g;psfMag_z;dec;psfMag_r;type
0.2521464;18.73972;-0.06384256;19.77818;0.3918725;1.056925;0.05747622;18.38566;-0.802353839508366;19.26862;star
0.05;19.92837;-0.1401731;3.550976;0.6174848;2.198155;-0.1446756;19.2097;1.13008131998866;21.19407;star
0.05002248;21.20475;0.01868958;1.676747;0.2508066;3.214273e-4;1.023493;20.75974;0.479920308611543;21.93003;star
0.2998877;17.16637;-0.06555521;106.2181;0.999852;0.03257165;-0.04410544;17.0015;0.181250917926543;17.42895;star
0.09988047;20.89209;-0.1437328;1.261599;0.4897475;9.15301e-4;0.2110058;20.09528;-0.754034918466298;22.23063;star
0.487468;16.84133;-0.05013422;123.5834;0.9999821;0.3654039;-0.03641767;16.5823;0.641606566460858;17.27864;star
0.9980334;19.0377;-0.06545892;6.868155;0.150265;0.006019182;-0.2551246;18.34435;-0.144101591303995;20.40507;star
0.08519776;18.68126;-0.04129196;29.50014;0.501142;0.2283987;-0.04413296;18.64462;0.452136487835295;18.82201;star
0.05;21.6834;-0.1133316;1.361348;0.1548714;0.001101676;0.007857578;20.9835;-0.26379026124644;22.15287;star
0.3446413;14.84717;-0.1303855;854.329;0.09997129;0.07139923;-0.1372861;14.55533;1.26987406028335;15.1752;star
0.4442655;15.70872;-0.04838455;305.5303;0.9943466;0.06617185;0.02101592;15.3868;-0.812560521812723;16.2889;star
0.9997926;16.86874;-0.01936868;144.9874;0.08838274;0.01237415;0.003516365;16.77466;0.0570588370926478;17.10489;star
0.1728139;20.87183;-0.05566568;2.45301;0.3499454;4.20792;-0.0893856;20.26258;0.0935227295248833;21.58626;star
0.1478454;19.63017;-0.04712371;8.500788;0.5262977;0.001273874;0.05257396;19.23449;-0.827971389676661;20.1808;star
0.1995348;19.4377;-0.1246613;7.877178;0.4489207;0.00609256;-0.123608;18.821;0.0695687333279964;20.28454;star
0.5429648;18.09879;-0.05077627;42.96513;0.4858816;0.1213115;0.0464025;17.90368;-1.19211349120888;18.40018;star
0.9852228;18.80144;-0.1447899;14.78463;0.5592677;0.2486279;-0.07892264;18.22351;0.584325818073674;19.57398;star
0.999665;19.04815;-0.02005918;11.48859;0.4268007;0.03931558;-0.05532061;18.63356;0.130522000774555;19.84988;star
0.4081094;16.62596;0.02467722;161.4932;0.5146763;1.15808e-4;-0.1121221;16.39942;-0.865146524274268;16.9965;star
0.8330296;18.29628;-0.02900318;35.23172;0.6999291;1.090165;-0.01185276;18.14625;-0.403826869442027;18.64328;star
0.3111619;19.50181;-0.03829895;10.00651;0.148926;0.03619158;0.01422508;19.09745;0.731629298501583;19.99263;star
0.05;21.91085;-0.04827131;0.7455457;0.1644895;8.865684e-4;-0.1548983;21.13353;0.31698255115285;22.70693;star
0.1538876;17.6517;-0.02694675;66.95671;0.9039941;0.2725879;-0.002340202;17.51969;-0.266665006715036;17.93685;star
0.09856248;17.21181;0.0112072;83.36667;0.1476283;0.03743026;0.02249812;16.86069;-0.534883542674816;17.71724;star
0.2143039;17.34723;-0.06653029;90.28607;0.349972;3.405362e-4;-0.01734383;17.2154;0.407392305396577;17.60617;star
0.2000047;22.84567;-2.027044;0.8657982;0.1510538;4.248869;-0.1857136;22.76096;0.610415116613158;22.73486;star
0.1133879;19.32368;0.007017769;11.08833;0.1915496;0.02114891;0.0182609;18.753;-0.602553679420801;19.88189;star
0.2491737;19.85843;-0.07841474;3.384363;0.9740502;3.383723e-4;-0.1566976;19.12495;1.25766608622348;21.2418;star
0.7817561;18.66242;-0.06251045;19.09666;0.9998466;0.003210385;-0.09274308;18.26704;0.933932458143146;19.28931;star
0.05764819;20.24178;-0.006177036;7.37488;0.06934005;0.4116961;-0.03563356;20.20827;0.0218186903255533;20.39911;star
0.07784945;23.06356;0.01445983;0.7614387;0.1546276;2.731742;-0.8122864;21.89036;-0.0733901318521407;22.90169;star
0.9813335;14.89367;-0.02249689;435.8419;0.6649587;0.2807334;-0.02320834;14.36775;0.110404351084028;15.8806;star
0.1223554;21.04482;-0.1727397;1.70796;0.07589003;0.4592059;-0.09058587;21.26692;1.39338984536145;21.89227;star
0.05102379;21.40924;-0.1112236;1.612166;0.2455335;0.03601678;0.1442049;21.41755;-0.74508962744657;21.94012;star
0.1149914;18.99342;-0.06409056;17.19057;0.3993457;0.2469242;0.03165079;18.76075;-0.125759411490042;19.42706;star
0.05;20.53287;-0.05898991;1.753234;0.1761061;1.956645;0.3565916;19.6526;-1.25902607042061;21.88058;star
0.05002036;19.01075;-0.08255806;21.88815;0.1244522;0.2569576;0.02500217;18.81756;0.262021863333202;19.14555;star
0.05360793;21.75027;0.02979612;1.109525;0.09623536;0.003247722;2.809648;20.85123;-1.14969210901814;22.43063;star
0.3755269;19.8156;-0.01769085;7.629516;0.07098214;0.4718431;-0.08185124;19.4432;0.268905718599971;20.28729;star
0.2955635;17.42175;-0.02992745;54.92497;0.9997048;5.073999e-4;-0.1107835;16.99432;-0.372868778309481;18.14958;star
0.5396959;20.11462;-0.01885304;5.473899;0.1527868;0.4680958;-0.006812018;19.66877;-0.576387378509496;20.65122;star
0.6353258;14.94383;-0.08061682;809.2669;0.9771348;0.03148031;-0.05934373;14.80346;0.983914080333516;15.24521;star
0.0686404;21.02078;-0.1558309;1.530777;0.1889083;9.126809;0.1195812;20.34755;-0.773647985076864;22.03474;star
0.05;23.42575;0.2032864;1.084146;0.5836717;0.8538948;-0.1022;22.61845;-0.220956431768785;22.64474;star
0.09330527;20.50655;-0.03780858;3.051225;0.2502598;4.442202;0.01631226;20.16262;0.0591994889038679;21.27989;star
0.09024832;17.54536;-0.008888936;55.40664;0.5525544;0.2575762;0.04425202;17.12003;-0.323965257377154;18.12619;star
0.2705949;21.06632;0.08580453;1.772168;0.1480246;1.235905;0.163637;20.67079;-0.69198251038374;21.86881;star
0.06770685;20.70476;-0.02854536;3.117697;0.3499386;4.248122;-0.1264312;20.57755;0.557851011457198;21.22259;star
0.05;20.08137;-0.04642344;6.920706;0.7092555;45.17767;-0.01125397;19.86699;0.577710598733052;20.38642;star
0.4256717;20.35983;-0.04483315;4.118132;0.2788111;0.03951097;-0.04725441;19.70333;0.448237745621025;20.9266;star
0.2485868;22.6049;-0.122828;0.9722772;0.1494361;9.582168e-4;-0.1461654;22.16301;0.480049831263625;22.62023;star
0.3082667;20.96551;-0.0386367;1.693007;0.2633658;0.002054572;-0.1526792;20.3007;0.253829325010989;21.98675;star
0.658808;17.55715;0.009436059;61.13214;0.4951366;5.096578e-4;0.02409001;17.22292;-0.369239177084714;18.03829;star
0.1388018;17.7585;-5.39122e-4;66.74061;0.712424;0.1724296;0.0608796;17.73537;-0.628238028700988;17.93809;star
0.1324794;17.10443;-0.02852648;127.6625;0.6127906;0.08922792;-0.03713218;17.08216;0.145547782580268;17.23366;star
0.1882656;21.50969;-0.01841844;1.473473;0.2366626;0.1102465;-0.1286484;21.36193;-0.321496965201941;22.11067;star
0.09999213;21.84951;0.01220735;0.9601545;0.09264721;1.41571;-0.06009762;21.74247;-0.0702414416712985;22.47153;star
0.1428171;18.80433;-0.01692073;22.01953;0.0822258;0.2550251;-0.02372378;18.78329;0.805058761003132;19.13265;star
0.4064241;18.34845;-0.0125135;33.05334;0.1990135;1.647077e-4;0.03161007;18.18233;-0.408681824883326;18.69991;star
0.2616349;20.92203;-0.07927868;1.906522;0.7016549;0.2959564;-0.25051;20.80995;0.134297560350628;21.76188;star
0.05;21.28266;-0.01645312;3.082946;0.1921753;4.371696;-0.03015812;21.17861;0.56671638359737;21.28381;star
0.08033645;16.0005;-0.1559004;333.7042;0.6689609;0.1632943;-0.08697411;15.92691;1.28266404543267;16.19155;star
0.2329831;19.56035;-0.1141599;7.807321;0.684937;0.005779468;0.1468568;19.21023;1.34271015664253;20.3078;star
0.313224;19.26786;-0.021221;8.546166;0.2965861;10.83455;-0.03396606;18.66018;0.383897539409591;20.16235;star
0.999905;22.26554;0.1219152;0.9106118;0.05;1.9363;0.006951419;21.84647;-0.155792330250307;22.56445;star
0.05;20.4804;-0.09210272;3.949352;0.6549143;0.4720438;-0.133705;21.94071;1.29208949024164;21.00739;star
0.1289586;20.69927;-0.04123159;2.536652;0.4215182;1.13742;-0.1215512;20.2294;-0.802769580100855;21.46045;star
0.1057654;20.9125;-0.06458306;3.060209;0.150047;1.814193;-0.09461733;20.82966;0.177737996647524;21.33109;star
0.1077724;22.40873;-0.08910326;0.9815251;0.3501446;12.7581;-0.04915205;22.6357;0.557580590518396;22.61688;star
0.05;22.02934;0.07058039;0.9476148;0.05;0.5888063;-0.1090788;21.532;-1.09571216357277;22.56647;star
0.1034772;20.13947;0.06944542;2.222012;0.05;0.008822623;0.365676;19.20125;-1.00638914038141;21.60792;star
0.05;21.35706;-0.1661251;1.405422;0.2330281;0.01779463;0.1854265;20.55908;0.869969962873437;22.12532;star
0.9997376;15.67241;-0.1606572;3067.472;0.8040947;4.797031e-4;-0.1224102;13.54395;1.29627366160426;13.798400000000001;star
0.417257;21.31057;0.04599641;0.8760551;0.1489545;49.8494;-0.2388024;21.04309;0.0479417153611227;22.65;star
0.09329099;19.3896;-0.05152628;4.901755;0.05;1.768214;-0.07969027;18.6999;0.491725817832055;20.7453;star
0.3024808;20.77831;-0.06268728;1.400641;0.8038003;2.587054;-0.04811904;20.14619;0.282384718827623;22.16417;star
0.9999315;19.8192;-0.0983126;4.085317;0.3229312;0.4131314;-0.1137519;19.53876;1.27437997009296;20.99221;star
0.1498261;18.35406;-0.03238192;29.52999;0.1421343;0.8920041;0.06359593;18.07447;-1.13292742375199;18.82453;star
0.301562;17.77107;-0.029559620000000002;44.1896;0.4127901;0.3810274;-0.06801388;17.31833;0.510793138581845;18.410520000000002;star
0.5894139;17.50543;-0.07160268;71.16826;0.714677;0.07128352;-0.0515422;17.24078;0.536370177577686;17.87312;star
0.3801359;18.59645;-0.02790955;29.21561;0.6853917;0.05584519;0.02682409;18.56557;-1.15406051915031;18.84303;star
0.2233844;23.19877;0.04919906;0.6541491;0.4180799;1.825623;-0.05169139;22.8654;0.568553161990059;22.92815;star
0.7586818;20.29805;-0.07019255;4.839178;0.9996732;0.03346286;-0.03758801;19.8281;0.356935641565194;20.785;star
0.9996927;21.9908;0.05232549;1.365224;0.2508279;5.292095;-0.08721944;22.78488;-1.17697818391062;22.14363;star
0.2124813;19.1734;-0.06873233;11.09985;0.63485;0.03958678;0.009956792;18.64355;-0.732528178302828;19.88296;star
0.7755439;19.6178;-0.1491244;11.41038;0.999773;4.869272e-4;-0.1231613;19.51359;0.967699164096883;19.87833;star
0.9996873;19.45171;-0.06114332;10.56597;0.6948423;0.002440618;0.00823674;19.1184;-0.777007166126075;19.94124;star
0.29222359999999997;19.57957;-0.05914231;8.335045;0.119447;24.62578;-0.07170313;19.10433;-0.241003846655849;20.19273;star
0.2990671;20.00661;-0.03282465;6.448005;0.2955651;2.355974e-4;-0.002078222;19.76425;0.0938021376297219;20.46502;star
0.8332046;17.4355;-0.02463424;79.24185;0.9997476;8.193259e-5;0.001408459;17.24463;-0.655713611673894;17.76197;star
0.8011009;15.96746;-0.02705171;307.7406;0.9996952;0.07109199;-0.02623389;15.81604;0.0461748114918516;16.29238;star
0.5662248;19.41041;-0.06453683;10.09063;0.9430376;0.0296075;-0.03826268;19.39983;0.407635903281062;20.04422;star
0.2999721;20.72149;-0.1222022;1.228195;0.8171958;0.007110605;-0.2645055;19.91737;0.936441566062163;22.26788;star
0.157118;18.83394;-0.0639312;16.69569;0.3277492;3.630349;-0.01974385;18.46369;-0.393831804732619;19.45959;star
0.3453955;21.16499;-0.2083361;1.524838;0.2540736;7.301373;-0.06584452;20.35943;-0.0605168279404824;22.15169;star
0.6387149;19.09458;0.02099192;6.725227;0.8384727;0.01691779;0.06590028;18.38427;-0.437908934671061;20.41162;star
0.1756677;20.76108;-0.08042958;1.253106;0.120495;2.196122;0.3348709;19.99206;0.497610963193946;22.21683;star
0.05;20.80669;-0.06860087;2.864103;0.849606;0.3619025;0.09955446;20.91471;-0.222962683086441;21.38099;star
0.3155583;21.73764;-0.05502033;1.007599;0.3460084;2.223206e-4;-0.2429764;21.66641;0.0125782065658848;22.49972;star
0.2420465;19.65233;-0.00537819;10.32728;0.3581608;1.967291;0.03195735;19.45843;-0.744244252953488;19.96017;star
0.05652943;20.46648;-0.04134699;5.993469;0.4930276;0.484;-0.05539446;20.58239;0.0986263564394132;20.55488;star
0.1997945;19.67582;-0.006076496;6.957082;0.8053544;0.02856566;-0.01256205;19.34288;0.0557733089847594;20.38669;star
0.2671414;20.39478;-0.05685774;5.6669;0.1496078;0.4260575;-0.06833321;20.39894;0.650812434425631;20.60467;star
0.9999415;17.90719;0.005766439;23.90447;0.7003129;3.790392;0.04722921;17.27534;-0.766739747056622;19.04289;star
0.05940444;18.87055;-0.06276051;24.0784;0.9998478;9.247364e-4;0.04391107;18.8191;-0.518246703378598;19.03616;star
0.3457505;18.45144;-0.02468739;13.66299;0.9999356;18.17539;0.003093901;17.77812;-0.887049037577256;19.64957;star
0.6501362;21.05772;-0.09568191;2.30932;0.1000736;15.87519;-0.1721967;20.22858;0.864939395463997;21.56945;star
0.05095267;17.7337;-0.06323604;67.04169;0.999803;0.0801787;0.05805239;17.64097;-0.905294454704597;17.93209;star
0.5728826;16.7187;-0.05235806;170.3606;0.8345522;8.524773e-4;-0.007061104;16.60394;-0.303761729618975;16.92341;star
0.6182476;16.81774;0.004933729;151.4564;0.3869053;0;-0.1235082;16.66974;0.330952651588982;17.04716;star
0.5207736;20.22898;-0.05637468;2.303926;0.3948574;0.4718155;-0.06097627;19.69935;0.423357675696473;21.63708;star
0.05;23.2364;-0.02532592;0.9439855;0.05077884;2.074192;-0.2155854;22.09651;-1.16725187471523;22.53507;star
0.2770924;20.86269;0.04420641;3.383811;0.1450693;0.9126487;0.02486822;20.42525;-0.716686126764471;21.3191;star
0.05;21.47095;-0.1142732;1.538033;0.07778493;0.007053248;-0.5104759;20.76775;0.524859205489835;22.02212;star
0.05337535;21.474240000000002;-0.1694914;1.166075;0.05;3.818924e-4;0.06347118;21.39029;1.26873552630078;22.31087;star
0.3499752;18.07985;-0.03417904;44.95751;0.9998242;0.2506041;-0.01962022;17.90633;0.0115015199477258;18.36874;star
0.05;21.41519;-0.09366543;1.053037;0.2996106;1.416075;-0.06787326;20.70434;-0.365351907160765;22.40387;star
0.3424125;19.66169;-0.08470868;5.273756;0.5192245;0.04532169;-0.07930419;19.05349;0.746296686595394;20.71894;star
0.5929936;18.89789;-0.04364026;21.76869;0.999681;0.3119776;0.01537816;18.81789;-0.804553550725333;19.16288;star
0.7382499;16.73214;0.0274116;171.0303;0.742855;0.1668165;0.01359481;16.64997;-0.502688779940773;16.92644;star
0.09355134;21.40759;-0.09172572;1.049763;0.5278066;0.2882748;-0.3544851;21.27998;-0.0012577478049182;22.66152;star
0.05;21.47743;0.2846907;0.4556037;0.3796523;2.935651e-5;-0.06622513;22.08408;-0.273875106309443;23.12124;star
0.6228817;18.47474;-0.0204302;24.2267;0.5717763;0.4100358;0.00723082;18.12069;-0.35305809009519;19.03398;star
0.4499202;13.93275;-0.06359571;2259.1;0.8998667;0.00383891;0.05663358;13.88229;-0.914973890786939;14.11981;star
0.05075768;21.08337;-0.03883013;1.522945;0.1037974;8.516825e-4;0.139937;20.39293;-0.778734473065507;22.03414;star
0.2126478;21.26824;0.04497418;1.28328;0.05842256;0.04304938;-1.479666;20.9542;-0.347655812585774;22.18867;star
0.1889536;17.29014;0.01870047;53.31419;0.313199;0.9754698;0.01312031;16.79839;-0.665670695874569;18.1949;star
0.08119884;22.36713;-0.04647999;1.055944;0.1208056;0.08778088;-0.08604454;22.71873;-0.690131991388602;22.41027;star
0.05;21.45272;-0.06634226;1.922298;0.05210079;12.74323;-0.03786039;21.28324;1.11039779602841;21.88036;star
0.1418886;20.52477;0.05110153;1.780825;0.6415715;0.03629777;-0.2027998;19.82442;-0.250028358909924;21.93772;star
0.8028947;19.55039;-0.02491492;10.13052;0.653542;0.0193096;-0.07713166;19.30315;-0.30936949431152;20.01243;star
0.9997798;17.19879;-0.1141296;103.2961;0.6396115;6.893669e-4;-0.01619419;17.01777;1.10586406838815;17.46248;star
0.1958357;20.91527;-0.06964081;2.605711;0.08385834;4.809763;-0.1532794;20.56259;0.822372665362934;21.45362;star
0.6256876;17.87063;-0.04805398;43.37516;0.6577724;0;-0.0703898;17.47702;0.434248886520972;18.37385;star
0.05;21.32059;-0.1205285;1.005941;0.160593;4.215023;-0.04732517;20.47055;0.209785680580823;22.46657;star
0.1731663;20.99557;5.317685e-4;2.928732;0.157099;0.003251403;-0.006298742;20.56884;-0.62847452746522;21.34133;star
0.05;22.30477;-0.0924874;0.8003532;0.05;0.0245571;-0.01547919;21.9657;-0.242157624862833;22.6947;star
0.454746;17.31316;0.008533316;91.97913;0.6649777;6.066246e-4;0.03227256;17.14493;-0.31264561338432;17.58689;star
0.05;22.17266;-0.1465833;1.102133;0.05;0.3152166;0.3580125;21.50424;-0.0376813881999699;22.36104;star
0.0588924;21.50088;-0.2112556;1.01136;0.8890353;15.87514;-0.5670624;21.44986;0.588214882883562;22.41945;star
0.9996628;18.97557;-0.07029231;22.69949;0.999763;0.2268864;0.05520369;18.88336;-7.221502687045e-4;19.12631;star
0.5032544;17.0887;-0.1108214;87.73405;0.4265588;0.1310298;-0.03909351;16.74395;0.154865702411884;17.64227;star
0.7069005;17.89946;0.008133206;20.27227;0.1999784;6.269274e-4;-0.05707141;17.16261;-0.38191451742123;19.25301;star
0.3496298;16.5793;-0.02373696;195.931;0.9435092;0.0505296;0.03762598;16.50522;-0.694058653618555;16.78181;star
0.8500285;18.15612;-0.01901338;28.62059;0.8789803;0.7319638;0.04007846;17.75365;-0.679681624350858;18.85062;star
0.2715759;18.16937;-0.08607289;42.37556;0.917714;0.1927171;-0.09617973;18.11814;0.830939182990638;18.42806;star
0.09459063;17.80733;-0.06935618;51.33297;0.3503318;0.005212741;-0.09181123;17.49749;0.516118475573383;18.22075;star
0.1540197;16.70766;-0.0279719;156.2619;0.8004746;0.05534262;0.05043308;16.58254;-0.808061325725538;17.03565;star
0.3627816;18.12566;-0.1609144;24.05374;0.9751876;0.4425496;-0.1484324;17.88577;1.37329590970836;19.07002;star
0.3998865;15.19814;-0.1642473;712.7809;0.3180244;0.1529966;-0.05199851;15.15743;1.18810064970399;15.35508;star
0.08918285;20.95926;0.05138635;1.807489;0.2457707;4.248889;-0.3050078;20.41824;0.0201842534297398;22.05134;star
0.09698127;22.55321;0.1624548;1.042897;0.2000033;4.1399;-0.08369365;22.0209;0.89253044300559;22.52384;star
0.146419;18.45457;-0.03830626;36.20098;0.7370782;0.2761334;-0.03903471;18.37967;0.903808523121452;18.60108;star
0.3517189;21.78582;-0.0616187;1.686876;0.3510439;0.4720756;-0.03392792;21.52146;-0.248320683171982;21.91099;star
0.2998061;20.02135;-0.0320131;7.036587;0.3601399;2.57776;-0.03036522;19.78692;-0.7270239518903;20.37278;star
0.9179509;19.17439;-0.09047092;16.63643;0.5720946;0.006373535;-0.06028624;19.01539;0.565169920252816;19.44811;star
0.09488165;18.90644;-0.04383272;18.17226;0.5693289;0.4918354;-0.04874345;18.723;0.727611322623828;19.34917;star
0.6433939;20.23528;-0.1867916;3.280834;0.6518547;0.002067029;-0.1667381;19.46987;1.4009999815568701;21.1881;star
0.2595007;20.12594;-0.226811;5.015953;0.3008066;0.587972;-0.126099;19.68441;1.02046527788973;20.74;star
0.677146;16.52175;-0.1720113;187.0937;0.4003667;0.1246294;-0.1045864;16.30152;1.41745467828181;16.80493;star
0.2467572;21.83717;-0.4052114;0.8704998;0.05;4.063313;-0.7268617;21.00693;0.0135495536448649;22.65711;star
0.3817372;20.37262;-0.09408242;4.654223;0.3903434;7.437524;-0.1748098;20.02507;0.992567492807069;20.83355;star
0.6292832;16.31327;-0.1795357;153.1364;0.9942269;0.4734811;-0.1513652;15.74879;1.29830098015246;17.04488;star
0.09947186;21.39136;-0.03540969;2.346896;0.1463166;0.3375472;-8.759552e-5;21.78113;0.122029912364778;21.56302;star
0.05;22.73268;0.03052707;0.6654428;0.06780604;6.593403;0.05901165;21.97623;0.43200809870711;23.00846;star
0.1996685;20.61951;-0.03795266;2.072361;0.155373;19.84937;0.28318;19.93385;-0.0935539494319613;22.08035;star
0.4000718;18.00924;-0.05085739;38.40155;1;0.2236422;-0.01810416;17.65435;0.27455951681971;18.53571;star
0.4732794;17.7943;0.004794579;51.80157;0.8350589;0.04319417;0.03156845;17.49112;-0.264211244653493;18.22298;star
0.2108892;17.70078;0.006893743;71.79784;0.8382549;0.1684188;0.03654715;17.66477;-0.380910773109081;17.85535;star
0.06039576;21.57417;0.1174831;1.721841;0.1353217;4.758276e-4;0.1532359;21.73849;-0.677795182501392;21.90038;star
0.05123449;19.40692;0.01114007;9.545797;0.09035715;0.001424611;0.06854913;18.99974;-0.7100761963349;20.05349;star
0.9994255;22.79721;-0.242596;0.6967689;0.05;0.009551108;-0.01412527;23.10225;-0.124610435834073;22.9071;star
0.3500707;20.74523;-0.01240374;2.51234;0.858831;2.197533;-0.06835024;20.17291;0.302356864142307;21.48184;star
0.1499836;15.22022;-0.01702795;655.7614;0.8903086;0.1274137;0.05352172;15.10857;-1.17300546777992;15.44831;star
0.05;23.12935;-0.1183266;0.9162732;0.05;5.28807;-0.07058184;21.85069;0.601799028623764;22.64056;star
0.6532868;20.63774;-0.1130925;3.533026;0.22926560000000001;1.880901e-4;0.0211136;20.17491;0.155398694079822;21.15138;star
0.05;20.75678;-0.08115152;1.333083;0.09153144;6.86512e-4;-0.01155324;20.04643;-0.892649773900504;22.13261;star
0.7993684;16.3926;-0.05672168;240.4102;0.8610259;0.03637157;-0.05970118;16.37061;0.450284011082107;16.5505;star
0.1988124;18.67133;-0.02817162;20.03778;0.9996206;0.03753824;-0.06550263;18.25531;0.243477877069159;19.28461;star
0.8739658;17.88428;-0.02350584;52.01407;0.999742;0.00180698;0.003446445;17.70868;0.61448953728172;18.20935;star
0.9002562;18.87745;-0.02993856;14.6658;0.5102367;58.44362;0.005205228;18.39044;-0.336883831418068;19.58423;star
0.6122994;17.24486;-0.06908475;78.42801;0.8585365;0.3041278;0.001834;16.88695;-0.736782644458907;17.75878;star
0.05;21.65131;0.2124038;1.027623;0.2352453;30.70383;-0.2247248;21.60568;-0.96072301168368;22.67175;star
0.2759551;20.60386;-0.07102273;3.102894;0.09279929;0.001348008;-0.1465993;20.06244;1.23104831441651;21.24406;star
0.1998562;19.73699;-0.03464907;10.80223;0.348557;0.1407401;-0.01765501;19.64738;-0.397431851379035;19.91532;star
0.459333;18.64016;-0.04349209;27.69144;0.1486695;5.729313e-6;0.0144077;18.45892;-1.25943363959085;18.89695;star
0.05;20.93521;0.1324601;2.251845;0.05045206;0.02728359;0.003786744;20.44796;-0.485489557902863;21.54598;star
0.1969495;17.40307;-0.09012406;66.87267;0.5015333;2.87995e-4;-0.1219016;17.036740000000002;0.896107279766901;17.95726;star
0.1834988;18.98421;-0.09581953;9.611369;0.2694574;2.19908;0.01945974;18.25962;0.120348298273038;20.02259;star
0.9519859;14.82715;-0.1205215;939.6948;0.05;0.04585848;-0.03740658;14.71348;1.17196974180806;15.06548;star
0.05;23.42484;0.04959161;0.7085047;0.05;0.91253;-0.14983;21.87889;0.501552076760526;22.7848;star
0.353196;19.39223;-0.02941875;7.956682;0.5835375;0.1572904;-0.07276246;18.80931;0.446385371060704;20.22981;star
0.2919906;18.37004;-0.1748373;33.48416;0.145445;6.916919e-4;-0.1724883;18.16543;1.42179570426169;18.66857;star
0.5496479;17.51782;-0.02473613;31.19971;0.9997835;3.300476;0.02425299;16.73617;-0.634053449397562;18.77137;star
0.05;19.57768;-0.001696277;2.901209;0.1480232;0.7329989;-0.6396737;18.75169;-0.21201142216332;21.33298;star
0.455804;15.88463;-0.06021083;392.2374;0.5800919;0.05205184;-0.06214035;15.86138;0.561863206463546;16.04256;star
0.2176782;19.85152;-0.2225662;7.834136;0.980381;0.06791744;-0.124007;19.55994;0.944307510627917;20.29689;star
0.9997672;21.37489;-0.1773031;1.145322;0.9997424;5.425603e-6;-0.07218111;20.11942;0.133001539647237;22.40383;star
0.2944098;21.61874;-0.1056236;0.8840289;0.2912181;0.02175185;-0.01556564;20.79965;0.994553939361815;22.632930000000002;star
0.1543135;18.23395;-0.04745334;36.4561;0.5123423;0.3988861;-0.05776254;18.0275;0.0212301189644673;18.59172;star
0.485289;20.76847;-0.09736279;3.32004;0.3188995;6.322452e-4;-0.01234938;20.25359;0.761062553900912;21.17474;star
0.9999223;17.38661;-0.02898342;59.57873;0.9998037;0.475573;-0.01112679;17.0298;0.261736405199016;18.03949;star
0.4499552;17.46688;-0.03015561;51.7724;0.9509909;0.100566;0.02722178;17.00733;-0.700757826737745;18.21197;star
0.8235545;17.28839;-0.05474099;103.6394;0.7731233;0.1837786;-0.04834569;17.18785;0.154854672384964;17.46954;star
0.08839767;21.51769;-0.1620763;1.540622;0.3094174;1.762194;0.5326139;20.92807;-1.10319548109282;22.01406;star
0.08769747;21.53132;-0.1330763;1.166995;0.1276792;0.01174064;-0.3361656;21.12217;0.10206802756562;22.39075;star
0.3947967;19.15296;-0.09962785;11.43691;0.4216245;0.4575658;-0.1318684;18.69804;1.22475361610321;19.86409;star
0.05411737;20.51979;0.05568128;2.747384;0.4216297;0.002606261;0.03530679;19.94866;0.166530976951411;21.44123;star
0.638727;15.5372;-0.0877859;469.1145;0.5798442;1.782947e-5;-0.06733231;15.37612;0.0128674826250955;15.80702;star
0.05;20.97165;-0.09787852;2.441905;0.150331;0.3294796;-0.1166328;20.57714;-0.318465499840705;21.81425;star
0.3575611;17.77973;-0.02203094;52.82518;0.6243905;0.3216102;0.01465904;17.49587;0.0699740381650077;18.19559;star
0.349731;18.52649;-0.1360168;22.31772;0.3500238;5.15446e-4;-0.1544168;18.16497;0.545848753594548;19.13241;star
0.05;21.71046;0.01246241;1.251655;0.2897435;4.249901;-0.06192849;21.2809;-0.438655566691763;22.23644;star
0.4139695;18.11676;-0.006365806;35.44186;0.9997002;9.037949e-4;0.08418705;17.81434;-0.864100049376733;18.66726;star
0.999741;18.42019;-0.04741595;37.84404;0.3501671;0.09982005;-0.05379362;18.39606;0.443978771529246;18.55806;star
0.08080942;21.88401;-0.005903954;1.033311;0.1047681;0.274715;0.174167;21.79908;0.958414203408484;22.57967;star
0.05665212;21.24719;0.07381824;2.126237;0.3381719;0.9124793;-0.01123985;20.48692;0.385744705726281;21.86964;star
0.500149;20.81654;-0.04552271;3.36512;0.09997086;2.73789;-0.0105751;20.81791;0.545261151300639;21.17146;star
0.1893811;18.29309;-0.08863822;33.52628;0.3782469;12.74717;0.02826839;18.1558;-0.848403647736781;18.6786;star
0.1121744;20.62918;-0.05657515;3.165074;0.08731867;0.01635589;0.09647909;20.16862;-0.701548048195929;21.25998;star
0.1415258;18.92541;-0.05278271;20.59699;0.3544295;0.954328;-0.02442381;18.76757;0.593735290141982;19.21254;star
0.1076722;19.40991;-0.05816144;4.986529;0.9213458;10.34765;-0.1204942;18.70519;0.534806604566662;20.80987;star
0.1501526;20.96041;-0.1074843;2.303739;0.3553318;0.02280269;-0.2401976;20.57802;1.32941587069313;21.56042;star
0.8371878;18.24732;-0.1626368;37.74356;0.6851717;0.4893942;-0.08099017;18.08615;0.50192588898732;18.55742;star
0.1438119;20.99951;-0.1588415;1.201764;0.05;2.193231;1.054558;20.13881;-0.284480859321675;22.2736;star
0.09457432;21.39702;-0.2357819;1.507028;0.2495483;0.01537792;-0.1117447;21.09025;0.817344871087313;22.14307;star
