expAB_z;i;q_r;modelFlux_r;expAB_i;expRad_u;q_g;psfMag_z;dec;psfMag_r;type
0.05;21.64893;-6.594895e-4;1.533099;0.6840551;3.971347;0.04122349;22.33009;0.456898059932535;22.78016;galaxy
0.09995265;22.70133;-0.08698235;1.000589;0.8715408;2.654396;0.1015858;22.62857;0.435565896477685;22.86;galaxy
0.05;21.32011;-0.1023281;2.197552;0.349649;4.465988;0.6882715;20.80613;0.661261823846595;22.10555;galaxy
0.09555859;21.77384;0.3233201;1.09166;0.08789748;0.8773941;0.04804166;21.22214;1.06722093385397;22.53327;galaxy
0.05;22.76406;0.07338865;0.9353249;0.05;0.3790024;-0.04701724;22.1655;14.4307308880345;22.73878;galaxy
0.1243477;21.35703;0.1775844;2.139486;0.1692142;15.85705;0.1878785;22.52093;-0.53570324268585;22.16531;galaxy
0.4767942;21.86943;-0.1361966;1.112842;0.05481244;8.449857e-6;-0.143571;22.13131;0.0234950082010899;22.54902;galaxy
0.05;22.91467;-0.0468189;0.9368307;0.182167;0.4104394;0.0391985;21.92426;-0.103876563621749;22.74611;galaxy
0.4499608;20.00953;-0.06004491;4.042501;0.6590719;1.195342;-0.08714348;20.31329;0.0578318011935648;21.85323;galaxy
0.11671;21.26409;0.1880985;1.067069;0.2924939;8.210258;-0.6620929;21.0064;-0.754151246283255;22.63789;galaxy
0.07924119;21.59414;0.04394987;1.943859;0.1999363;0.3042288;-0.1393083;22.25727;-0.241875661117425;22.41719;galaxy
0.05589275;22.67877;-0.1659086;1.101755;0.9999077;2.422829;-0.04801975;22.38441;0.74914015442206106;22.79637;galaxy
0.06698734;21.31314;-0.2468922;1.846877;0.3421441;6.601962;-0.5970708;21.99997;12.807669159528;22.10773;galaxy
0.200044;20.29147;0.1248663;27.37411;0.05;4.693694;-0.2806826;22.09772;0.0096242817914597;22.28415;galaxy
0.3516833;19.40973;-0.003876947;12.13235;0.5424637;6.99137;0.009524315;19.51293;2.33761632858622;20.17536;galaxy
0.05165271;20.90013;-1.837023e-4;1.165812;0.5187392;15.87969;-0.795552;20.24255;0.743080316447036;22.52778;galaxy
0.4500317;20.33126;0.07046227;6.132329;0.5759652;1.135692;-0.01394288;21.33572;-0.563878227407808;21.78942;galaxy
0.5116341;17.95991;0.04996147;41.60372;0.398728;1.764503;0.08069228;18.52718;-0.341322360105834;19.52245;galaxy
0.05;22.19563;0.0221367;0.8336227;0.05;0.96378490000000006;0.033879;22.11739;1.1397727976263;22.65755;galaxy
0.05;21.30044;-0.09625906;2.099545;0.638607;5.923102;0.2893998;21.25256;0.55938608903642;22.46242;galaxy
0.05;21.7317;-0.1431488;1.37828;0.06925684;12.87063;0.2426952;20.91928;0.239816130446165;22.37245;galaxy
0.05;21.02757;-0.09727523;2.017497;0.4180202;2.40585;-0.1342663;20.7423;-7.08999555056284;22.14343;galaxy
0.2500107;21.51816;0.1807748;1.225987;0.4980479;2.267797;0.01881341;21.81916;0.069509588655806;22.5996;galaxy
0.05;22.07826;0.1499999;1.480441;0.2116951;2.308312;-0.07560265;22.3436;-0.0324254493384315;22.40462;galaxy
0.05;21.09498;0.263254;3.828081;0.05;0.6198638;0.1926696;21.35725;-0.176768256219461;21.86918;galaxy
0.6799098;19.89758;-0.07134252;7.170336;0.9353921;3.740487;-0.008148174;19.68181;-1.07480690466684;20.68875;galaxy
0.09999558;21.557;0.2069613;1.855099;0.2897723;4.304661;1.476041;22.21215;13.0553024337086;22.66061;galaxy
0.09998285;22.10857;0.05837565;1.013394;0.201409;19.79138;-0.1129064;22.42228;-0.400918934069628;22.75128;galaxy
0.09185486;22.29343;-0.2293599;3.529906;0.05;5.026847e-5;-0.01335775;22.18921;-0.466397929722277;21.84312;galaxy
0.1999956;19.34596;-0.08205285;11.93146;0.5701166;1.904872;0.02540275;20.6273;-0.357558265019544;21.43962;galaxy
0.7826046;20.38136;0.007955664;4.108821;0.7820576;25.14595;0.3220132;20.25951;0.846705428046339;21.31132;galaxy
0.05;21.6568;0.2296296;11.75488;0.3000346;12.74851;-1.407037;22.10148;72.2958611798643;20.63317;galaxy
0.5173476;21.04245;-0.03616636;3.597283;0.1555739;8.213717;0.02841214;21.50824;-0.119526038273832;22.22439;galaxy
0.4769422;20.83611;0.633034;0.01687489;0.7070661;0.171505;0.3283838;22.82656;-0.74062072485599;24.70785;galaxy
0.199714;20.09162;-0.05211876;8.323939;0.5693681;1.503113;-0.002297534;20.60766;-0.381194942211065;20.83767;galaxy
0.1999516;21.87557;0.264028;1.545477;0.05;0.312924;-0.1075276;21.41566;-0.584253863504518;22.3161;galaxy
0.4089675;19.86485;-0.2050999;6.527789;0.5824875;2.247218;-0.2545597;20.22565;0.601482032203615;21.31505;galaxy
0.1495738;20.76381;0.1295907;1.38562;0.5637935;0.9131216;0.1871261;20.38395;-0.0020330372264854;22.58153;galaxy
0.05;21.76911;-0.1492738;1.410789;0.05201657;0.1783393;0.8341543;21.58219;0.355169986042958;22.71552;galaxy
0.4212062;24.36181;-0.03624031;2.687081;0.05;0.4721635;-1.648497;21.00649;0.0976468407516635;21.74996;galaxy
0.1158404;20.17142;-0.04586937;4.036468;0.6001625;2.959525e-4;-0.02042959;20.60562;0.23462949138891;21.95743;galaxy
0.05;21.94361;0.1547165;0.9047904;0.5301608;4.737226;-0.09871253;22.35711;-0.101425331920293;22.83389;galaxy
0.4432085;21.63805;0.03314732;2.184858;0.2692579;2.737747;-0.05766686;22.09967;-0.198498848489023;22.229;galaxy
0.2004035;20.20655;0.09089928;3.805171;0.9361402;0.03953544;-0.09256452;20.14228;-0.330006966631209;21.59011;galaxy
0.05;21.08107;-0.02739831;3.677625;0.6889024;4.247966;0.0166981;21.26921;0.0335679597271345;21.96661;galaxy
0.05;20.92849;-0.0989261;2.04479;0.4532988;3.411331;0.1406596;21.78267;0.755378428313814;22.4458;galaxy
0.1305696;21.61432;-0.06343821;1.292793;0.6500725;24.63483;-0.5301434;21.31247;0.534796085099565;22.21818;galaxy
0.1000006;21.98338;0.0335568;0.8256966;0.5497187;3.103259;-0.5262698;22.07566;0.526265792516478;22.82944;galaxy
0.05;21.66454;0.2203789;1.277461;0.08410629;0.002990362;-0.2008764;21.57002;-0.112308969511624;22.37053;galaxy
0.05;21.48579;-0.1857092;2.389131;0.05826972;24.10592;-0.1433824;21.89626;-0.653155936105078;22.401;galaxy
0.7124277;20.44692;-0.06678055;4.44844;0.7554573;47.63986;0.1646315;20.47896;-1.03389336377919;21.51071;galaxy
0.3965773;21.18528;0.03830358;1.477263;0.05;0.006088763;-0.3465225;22.47317;0.411481789074186;22.44912;galaxy
0.05;22.98208;0.01118228;1.975898;0.05;0.01517946;-0.1548793;21.75294;13.3420850965055;22.22845;galaxy
0.05896806;19.7255;-0.2085438;8.329128;0.2190502;2.172049;-0.1427991;20.81852;-0.108634597469228;21.65955;galaxy
0.1041256;21.22291;0.1496073;2.109363;0.5066224;1.817962e-4;-0.5251377;22.42838;-0.902011432036834;23.32837;galaxy
0.3288077;20.26719;-0.06998736;5.775347;0.8354078;8.217216;0.08701149;20.74427;13.9240099319623;21.60888;galaxy
0.50754;20.12119;-0.06773486;6.446917;0.6481491;1.115759;-0.02149025;20.0253;0.768930548152606;20.69445;galaxy
0.05;22.62079;0.01211163;0.9982924;0.05;2.232955;-0.3314931;22.38695;0.738558536691658;22.9101;galaxy
0.3161462;21.81701;0.032842;2.367822;0.4539579;2.044977;0.3213228;21.41164;0.380856152844236;22.28042;galaxy
0.05;23.01864;0.2365589;0.7077825;0.05;10.23105;0.191116;22.39788;0.649888687153806;23.02228;galaxy
0.3308207;21.72924;-0.2031008;1.046109;0.6119635;0.09854356;-0.05985606;21.79008;0.0834825300777357;22.6916;galaxy
0.0899237;21.68612;0.1218744;2.210387;0.06308819;7.89073;0.1299228;21.27278;0.500314865527868;22.55793;galaxy
0.05;22.21759;-0.15976;2.152022;0.05107049;48.11117;-0.2781918;22.28213;-0.550499850568525;22.74669;galaxy
0.9776087;22.39158;-0.2243059;7.414516;0.2498228;0.0275955;-0.196848;22.80028;0.250427286579022;22.43423;galaxy
0.08212772;19.465;0.0403312;9.096682;0.2239318;0.0267807;1.184758;18.56705;57.5717906678248;20.09297;galaxy
0.05;20.90242;-0.04678554;2.783147;0.6795483;3.152292;0.2088377;20.68106;-0.468375244134571;21.62298;galaxy
0.05;21.87061;0.1305444;2.608528;0.05288335;0.5893414;0.1661775;21.7316;14.1775971722148;21.76266;galaxy
0.09350859;21.3674;-0.1678763;1.921622;0.1251507;1.424685;-0.9465553;21.57401;-0.765604570409246;22.77477;galaxy
0.4410264;21.6894;0.007392837;1.745963;0.08984974;1.059861;-0.08901347;21.78467;-0.680953227248549;22.44106;galaxy
0.05;21.08353;-0.1742139;1.169594;0.5998866;0.001106159;-0.3019292;20.76796;0.659014344025329;22.54446;galaxy
0.6625432;21.47024;0.084741;2.403247;0.149407;0.03633647;-0.1555667;22.53348;13.8045042396175;22.69966;galaxy
0.05240782;21.98534;0.01720459;1.182527;0.106282;2.668531e-4;0.4278487;23.0212;-0.873168949939174;22.3966;galaxy
0.3031498;20.83139;0.04608645;1.819647;0.2611417;0.4251885;0.6259475;20.3755;13.2077738314971;22.46069;galaxy
0.3998933;21.02392;0.009365329;2.256913;0.5053714;3.261422e-4;-0.1779857;21.34459;1.04276138017935;22.02463;galaxy
0.1682281;20.41797;-0.1285182;6.406857;0.3288983;0.5083959;-0.1535428;20.43386;0.216607174415948;21.1929;galaxy
0.6420429;18.77264;-0.08610488;21.942;0.7591931;1.07358;-0.04430123;19.09918;0.752190071579494;19.70012;galaxy
0.05;21.51592;-0.3166853;1.570548;0.4229104;3.849637;-0.0887384;21.65652;0.512564724006652;22.29118;galaxy
0.99992;20.48507;0.01676524;4.469909;0.3424144;0.378838;-0.001145795;20.06496;-0.777120246545607;21.14455;galaxy
0.05;25.02245;0.1321516;1.284771;0.05;0.3920354;0.2256351;22.42173;-0.628476473717436;22.75528;galaxy
0.05;20.20944;0.09127706;6.990359;0.8999091;1.763954;0.09535129;21.13706;-0.243437614002372;21.47646;galaxy
0.05;22.51395;-0.1994443;1.173705;0.05;1.137088;0.102203;21.88459;0.553793727426653;22.32322;galaxy
0.05;22.19873;0.1114216;1.124367;0.193267;0.7324446;-0.02331475;21.73874;0.213796086420597;22.72976;galaxy
0.1493041;21.00443;-0.1006508;2.073537;0.4358867;8.213699;-0.07489717;20.46932;13.47341087185;21.88669;galaxy
0.05;21.46985;0.00915557;1.848579;0.4249941;44.36432;0.1575672;20.85016;1.0911749420401;22.74252;galaxy
0.05204642;22.48363;0.1721042;0.9123273;0.6449995;4.248388;0.164222;22.11835;0.326455874341603;22.80954;galaxy
0.5759636;19.60743;0.02064829;11.60952;0.8259515;1.838672;-0.02780811;19.95436;0.326844044812339;20.48072;galaxy
0.09572951;21.72899;0.1805072;1.037542;0.05;10.23242;-0.04145937;20.74605;15.7898488627133;22.60139;galaxy
0.05;21.91508;-0.1195645;1.204049;0.06626926;9.507411;-0.2347229;22.40483;0.615365033962929;22.43797;galaxy
0.05;20.72788;-0.0893344;2.909416;0.4819674;0.5169723;0.1099757;20.88184;-0.632553419025335;21.75334;galaxy
0.2499745;20.82282;0.07801339;2.343615;0.3794211;6.591666;-0.009419115;21.83807;-0.562951418394055;22.41357;galaxy
0.05;21.68775;-0.1420897;1.391811;0.3358023;2.430502;-0.1448811;21.9148;0.275661472112689;22.56304;galaxy
0.1461576;21.2132;0.002171181;5.326232;0.504828;0.01519254;-0.06203051;21.38764;50.619411333467;20.86987;galaxy
0.1995006;21.00249;0.07306769;1.458452;0.856911;0.138432;0.2201453;20.43764;0.056529025779548;22.48714;galaxy
0.05;21.16954;0.5166785;1.777544;0.3413591;3.409498;-0.0909228;21.55229;-0.668853840105443;22.73644;galaxy
0.06349266;20.65526;-0.1182844;2.166544;0.6380556;2.197414;0.08356663;20.90762;-0.545064646765019;22.75365;galaxy
0.2497607;20.24683;0.09983259;5.276744;0.4369506;59.3363;0.007033783;20.6293;0.631575591267671;21.46961;galaxy
0.05;22.00722;-0.09687287;1.17682;0.05;6.59584;0.2040648;22.03484;-0.850423796553246;22.59734;galaxy
0.5918381;19.53595;-0.009674588;9.872728;0.8567029;0.1959726;0.04526686;19.47547;-1.06498389175938;20.30035;galaxy
0.3999826;20.41725;-0.14604;2.883039;0.6823648;2.241828;-0.1691179;21.30591;-0.457130689934968;22.05312;galaxy
0.6781977;20.23176;0.03221437;7.032301;0.6653497;2.890654;0.06535609;20.82158;0.786634852080996;21.38475;galaxy
0.05;19.75009;-0.2221138;9.12404;0.4999894;2.102721;-0.07230694;20.00167;-1.03040587924967;20.93128;galaxy
0.050627900000000003;20.45569;0.1332272;4.046225;0.08451288;58.63099;-0.4607912;21.64971;66.7530599591695;20.97523;galaxy
0.05;21.19113;0.009411044;1.854476;0.1999124;0.03994087;0.37711;20.47866;-0.535399904650062;21.87664;galaxy
0.05;20.62396;-0.09990202;2.626671;0.2001908;0.5606791;0.003126195;20.85311;-0.219866323450941;22.01832;galaxy
0.05;17.60377;-0.02068825;48.72078;0.6121598;2.026;-0.07859893;17.24045;3.19790821566679;18.4952;galaxy
0.09945865;21.10884;0.02296501;2.998969;0.9996825;0.185335;0.2052979;22.12461;-0.811612412223554;22.18725;galaxy
0.6033883;19.77307;-0.04575499;6.77771;0.8677983;22.27487;-0.1684712;20.1225;0.846368197974293;20.97498;galaxy
0.4136837;22.26708;0.07733447;1.015993;0.4268587;5.291783;0.60187330000000006;20.99936;-0.143527754945201;22.71225;galaxy
0.05;20.91364;-0.1565835;4.308854;0.3128495;1.755499;-3.504175;21.07719;-0.222766665308818;21.67288;galaxy
0.09281543;20.01121;-0.1389592;3.177412;0.3427609;0.009362985;0.2090631;19.58426;-1.17321414331441;21.39137;galaxy
0.05;22.23898;-0.1572718;0.7100793;0.05553931;2.625486;-0.054004;22.24693;-0.0063771883968794;22.89963;galaxy
0.1386959;21.57165;0.2867996;1.102316;0.8245032;0.1085258;-5.989544;21.6082;0.667286046287477;22.82159;galaxy
0.05;20.16576;-0.1605958;3.540337;0.09709846;59.34911;-0.9546983;20.35522;-1.18471414844994;22.05632;galaxy
0.05;22.09807;-0.116131;0.8515048;0.05;8.211656;-0.118819;22.48244;1.20605625852371;22.68523;galaxy
0.4902419;20.21674;0.0568434;5.113489;0.05;19.78994;0.1487477;19.9967;-4.91727203479778;21.12685;galaxy
0.05;19.95184;0.125498;8.673584;0.6030775;1.764917;0.1703249;20.35524;-0.85503052105066;20.66912;galaxy
0.3421876;19.70276;-0.07166319;8.033376;0.5510352;5.132056;0.06179621;19.96695;0.52157168367403;20.92312;galaxy
0.4557611;19.4479;-0.1137397;9.566446;0.6843677;0.058824799999999997;-0.1330037;19.89885;0.394245014854825;20.89232;galaxy
0.05;21.23305;-0.02893799;2.455619;0.05;24.63031;-0.107178;23.45212;1.32724382263107;22.43519;galaxy
0.4972683;22.09631;0.03189835;1.575043;0.1471618;0.7449944;0.09520529;21.88876;0.231499169388777;22.22822;galaxy
0.1844395;21.18085;0.1353458;2.133827;0.5459701;1.664048;-0.06710024;21.56496;0.0449918523728769;22.02726;galaxy
0.05;22.19794;0.08176595;1.591487;0.15867;2.197315;-0.4034732;24.10293;-1.17493366462003;22.48052;galaxy
0.6519178;20.07784;-0.1027641;5.106081;0.6448475;15.8682;0.044913260000000003;20.35383;0.205191541205171;21.38749;galaxy
0.8477787;19.46119;0.005735258;8.750985;0.6767216;0.02696285;0.004892013;19.4216;0.913576826454182;20.47367;galaxy
0.07240371;20.9691;-0.01783422;2.278469;0.455698;0.03358517;-0.06629673;20.38902;-0.378482529240777;21.72792;galaxy
0.06919063;23.24936;0.5886584;0.8008828;0.05;0.03959272;0.8585375;21.39479;-0.387961027070964;22.87015;galaxy
0.05086439;20.98168;0.1508663;3.01743;0.6724349;8.213173;0.1573035;20.68761;0.463346821049454;21.9971;galaxy
0.6448978;19.97797;0.09009548;7.551371;0.5752335;1.136695;0.01472876;21.10761;-0.386455848202283;21.29911;galaxy
0.05;21.21993;-0.02423324;2.832132;0.07395227;2.053292;-0.01168672;21.40284;0.717116058553137;21.91324;galaxy
0.1500028;22.1487;-0.02319665;1.165178;0.348415;6.159222;0.04233054;22.44755;0.758229045786254;22.63492;galaxy
0.05;21.72497;0.0139958;3.068282;0.05;30.69548;-0.4398722;22.01037;1.36049044984577;22.24549;galaxy
0.05;19.42008;0.2220598;10.0348;0.6416934;0.0040607;0.3523325;21.43007;-0.523469744312594;22.03365;galaxy
0.05485716;20.64923;0.05157031;3.711987;0.2000467;1.343837;0.1715551;20.6929;-1.13845989805739;21.4812;galaxy
0.05;20.85579;-0.1254211;1.864594;0.1000052;0.19246;0.06664079;20.32303;1.18998273236343;22.10645;galaxy
0.05;20.85943;-0.1745193;2.173382;0.2361214;4.249056;-0.3506134;20.9504;0.0669220026960354;22.25451;galaxy
0.5755552;21.27933;0.1190699;2.517593;0.3608126;3.591938;0.1810923;21.55105;0.707713158319143;22.10407;galaxy
0.1260786;20.05532;0.1439331;3.932423;0.4099379;6.173176;-0.09041545;20.57715;-0.452675025543254;22.4566;galaxy
0.9053791;20.78257;-0.002027014;2.591135;0.9996856;12.74751;0.1111534;20.66405;1.17317846883773;22.03687;galaxy
0.6466634;20.72203;-0.008468272;3.114141;0.1454166;2.3039519999999998;-0.02996943;21.039;-0.33940650526796;21.75765;galaxy
0.577828;19.54708;0.03913009;12.75337;0.5774639;0.9763248;0.01578121;20.4513;-0.0028366802211651;20.9248;galaxy
0.05;21.23667;-0.1750358;2.444463;0.2487896;0.3795447;0.1055697;22.43531;-0.635929915560158;22.27736;galaxy
0.05;20.62684;-0.135474;4.644112;0.05;0.3044359;0.04898549;20.38265;-5.59926111431557;21.01925;galaxy
0.9490466;20.27578;0.1195296;6.955667;0.4072044;59.36738;0.1844965;21.02023;-3.74335306708694;21.10619;galaxy
0.1022939;21.33062;-0.2269821;2.743159;0.05;0.588098;-0.09335663;20.78699;1.26991230315201;21.59269;galaxy
0.05026042;20.73684;-0.1538244;1.381446;0.05587017;3.263606;0.2593123;19.93814;0.0914108436763076;22.32748;galaxy
0.2001505;20.69489;0.06992076;2.880657;0.4207616;3.267049;0.09298526;20.64461;0.185415082099016;21.75634;galaxy
0.05326032;20.84052;0.1381539;2.936804;0.8993103;0.02137895;0.0787075;20.74556;1.01773078979934;21.89937;galaxy
0.9999321;21.5718;-0.03710461;1.830119;0.9998819;0.4720101;-0.4343774;21.53086;-0.0055791366445015;22.52909;galaxy
0.262687;22.71572;-0.002873673;1.539047;0.05;4.586021;-0.2138521;21.74402;-0.865281374331939;22.47897;galaxy
0.05;20.5992;-0.2129695;4.889442;0.3892092;1.136588;-0.1099472;20.63564;0.358931041127704;21.24139;galaxy
0.09901801;21.79209;0.009302919;1.604302;0.09249122;0.3041466;0.03489857;22.69558;-0.0963402708360018;22.60966;galaxy
0.07088681;20.83238;-0.1290087;2.231915;0.9997179;0.0859964;-0.07417949;20.65135;0.928690260880634;21.67591;galaxy
0.1702227;21.34804;0.08765842;1.483223;0.06311569;0.06745998;0.1157582;20.61336;-0.568222145490112;22.29951;galaxy
0.05;22.2029;-0.1446253;0.7307001;0.05;0.02259921;-0.1110029;22.46536;-0.105184148442024;22.81231;galaxy
0.05;20.34261;0.218115;5.199503;0.5013577;3.085776;-0.00348957;20.18251;-1.06276026948474;21.17967;galaxy
0.05;21.53154;-0.3495221;1.494258;0.05;2.919253;-0.5310321;21.60579;1.01194792567873;22.58578;galaxy
0.05;21.82767;0.07330269;1.164515;0.05;0.1549805;0.006144237;22.826;14.0495641531621;22.3765;galaxy
0.05;21.76359;-0.08021833;1.749791;0.4500864;0.3705831;0.06903113;21.36386;-0.159469480519038;22.0753;galaxy
0.2434843;22.14862;0.007348522;1.415133;0.06503305;38.82318;-0.05849018;22.51626;-0.452882107099007;22.15093;galaxy
0.0841678;18.82207;-0.004283991;18.27771;0.6273608;4.25011;-0.02490583;18.82266;3.80941078896448;19.77675;galaxy
0.05;21.06769;-0.0261066;2.477678;0.9999046;4.085474;-0.198345;22.27781;1.21974348793692;22.57046;galaxy
0.05765694;20.63972;0.03027171;4.426917;0.6691542;0.5936153;-0.08413468;22.4204;0.491213360667987;21.79337;galaxy
0.05;20.58643;-0.002638217;4.591385;0.6187643;1.763858;-0.1097237;20.57462;15.3735879179107;21.29055;galaxy
0.08986364;22.73083;0.04672936;0.8205926;0.2999524;6.256052;0.01592278;22.06829;0.0231352087850115;22.87231;galaxy
0.6174659;18.23568;0.05775326;32.75013;0.5790507;0.6893486;0.06488331;18.64207;0.723798866361178;19.40512;galaxy
0.05;21.88627;-0.002781647;1.694599;0.05;6.812947;-0.01092347;21.89873;-0.378561129206582;22.01831;galaxy
0.4927152;19.38423;-0.2068945;13.65381;0.389134;0.4797253;-0.1541187;19.88819;0.692808871038104;20.13656;galaxy
0.06953082;22.05322;1.807949;1.340158;0.06653044;0.07370064;-0.0816285;21.80789;0.117677471201566;22.74174;galaxy
0.9197709;19.6486;-0.04370824;9.124122;0.6791086;6.53148;-0.006847162;20.30217;0.325824801937211;21.14749;galaxy
0.4701539;20.01592;-0.02658899;4.846493;0.7314342;33.09928;-0.2539511;20.42748;-0.254933713774353;21.66864;galaxy
0.6870107;18.36211;-0.06352483;24.56961;0.6209337;3.409653;0.0466187;19.76493;0.405456919342851;20.64862;galaxy
0.2944331;21.16742;-0.1048849;1.543208;0.7656236;0.1170304;0.2398237;21.99274;0.767435841208734;22.77368;galaxy
0.05;20.20107;0.04116029;3.704459;0.1129323;0.0129728;0.1498009;19.92645;1.58115245521298;21.29644;galaxy
0.7154338;20.56156;-0.131149;2.712274;0.1687372;1.094773e-5;-0.08636342;20.47709;-0.138506644512454;21.81761;galaxy
0.8499219;20.37365;0.01803827;5.021331;0.4430498;5.678828;-0.06626373;20.5443;0.742576623760649;21.42048;galaxy
0.05393204;20.986;-0.8691865;2.348724;0.09749266;5.292912;0.1199481;20.91725;-0.934154376184145;22.36137;galaxy
0.1471203;21.34885;0.007724083;1.122999;0.7027593;2.202099;-0.05238448;20.93693;-0.366632078231579;22.58409;galaxy
0.7738781;20.13061;-0.0480685;6.266013;0.8972375;3.661429;-0.1075452;20.66585;1.02543462777725;21.34152;galaxy
0.5106561;21.16624;0.1696086;1.367495;0.2647849;0.9124464;-0.2114044;20.81711;-0.0577114197532129;22.37448;galaxy
0.05;21.68043;0.02689803;1.205611;0.6930338;1.13794;-0.3524031;21.80834;-0.420610533294931;22.40378;galaxy
0.05;20.20029;-0.1213421;2.487521;0.3381748;0.01944048;-0.4992528;19.84099;1.27102396480399;21.89592;galaxy
0.05;21.10851;-0.02139492;3.028092;0.32;59.33416;-0.4259948;21.67252;-0.489194384547886;21.97746;galaxy
0.1478596;21.88301;-0.05577982;0.9273376;0.3999854;0.002900276;0.4520836;21.90989;0.412594443104192;23.00535;galaxy
0.09967994;20.28023;-0.001944206;3.366924;0.6212025;15.88148;0.4703073;20.29593;-8.46856961717013;21.58823;galaxy
0.05;20.91857;-0.08312199;3.48406;0.676388;30.84342;-0.09863864;21.34677;-0.854991321992259;22.33503;galaxy
0.05;21.79278;0.09608947;1.19459;0.1857113;15.87783;-0.3458024;22.32934;-0.690413622783113;22.61233;galaxy
0.5256083;18.97984;-0.0963473;17.42522;0.6840298;1.670505;-0.07183613;19.31137;-0.706864571556924;20.15935;galaxy
0.06538527;20.33969;-0.08897986;4.185602;0.7317817;0.2309042;-0.06184463;20.8757;13.2003496053601;21.70609;galaxy
0.4000137;18.57911;-0.138773;23.07922;0.3950723;1.446468;-0.126927;18.83248;-0.851693120146179;19.6668;galaxy
0.5732723;22.05753;-0.05380932;1.570093;0.07114676;24.64285;-0.08083303;22.03397;-0.209184736071862;22.37966;galaxy
0.5547127;20.51326;0.004422447;3.414634;0.3908018;0.5880383;0.06398667;20.38038;0.979111580936983;21.32502;galaxy
0.2962646;20.84733;-0.006392992;2.452031;0.05;8.770491;0.04456433;21.255;0.718204941981782;22.59324;galaxy
0.08168929;21.05013;0.1434545;1.368603;0.05;2.197752;6.813454;20.16585;0.0890227943564726;22.56313;galaxy
0.05;21.91692;0.1040688;1.26968;0.08007686;2.214423;0.04685128;22.38874;-0.342871901118542;22.56096;galaxy
0.05;20.20711;0.284698;3.472969;0.4412527;4.155955e-4;-1.17869;20.14513;13.2442342240501;22.06377;galaxy
0.3906077;18.55274;0.1991005;26.79205;0.3940447;1.515724;0.2267762;19.16836;-0.481860231788837;19.73443;galaxy
0.05827155;21.90156;0.03063214;1.750833;0.4769027;1.136633;0.07570229;22.75594;0.26758592877657;22.4839;galaxy
0.2321542;21.58735;-0.0333199;1.184939;0.1754732;3.301847;-0.05092766;21.19745;-0.566916163803755;22.65899;galaxy
0.5622243;20.26431;0.04891461;4.054312;0.5224271;9.809055e-4;-0.1872448;19.67888;-4.32239821946811;21.2003;galaxy
0.05014789;20.59413;-0.002828165;3.240372;0.4343028;5.061572;-0.2113543;21.28957;-1.15801156094772;21.53817;galaxy
0.1830944;19.30254;-0.1424345;7.755957;0.8164412;0.004230979;1.939562;20.25818;-0.819551677669214;22.606;galaxy
0.09999396;21.97189;-0.09663241;0.9316452;0.9998874;4.478525;0.38692;22.63418;0.69676187648364;22.99534;galaxy
0.1003069;21.73213;-0.139979;1.407007;0.05;0.008837258;-0.2631158;22.6023;0.948399328314468;22.39715;galaxy
0.07311994;20.93562;0.3078931;1.972386;0.05;10.2312;-0.7836394;20.75628;61.1077428679403;21.7449;galaxy
0.05;21.6762;-0.1850032;1.636685;0.2082034;0.7325853;0.1494121;21.27362;-1.00806841502904;22.5763;galaxy
0.09954157;20.84927;0.1628937;1.41904;0.3980512;0.06000059;0.5522212;20.31755;0.123802896503098;22.39027;galaxy
0.4774298;21.56426;0.05205511;2.661008;0.05;0.5879432;0.1985585;22.2002;0.200653806589957;21.96308;galaxy
0.6490079;20.24358;0.00699118;4.919204;0.4709663;0.04316768;0.3560568;20.12624;-0.952987728543688;21.28054;galaxy
0.05;20.5699;0.4456341;4.498073;0.3431436;5.08283;0.3803131;21.64667;-1.00583522743227;21.91608;galaxy
0.9730124;19.11402;0.0156091;16.2703;0.9786697;0.379214;0.02537255;19.37294;-0.191565824616045;20.12546;galaxy
0.06876566;21.05546;0.3011373;1.992318;0.1168986;3.987164;-0.6906185;21.345580000000002;0.658983375080778;22.45073;galaxy
0.3698811;20.30017;-0.185077;3.446392;0.1316948;3.231232e-4;-0.09445147;19.90134;1.39360064282436;21.15211;galaxy
0.05;22.01952;-0.05179322;1.461456;0.05;7.965516e-4;0.01134393;21.79;-0.667119422856057;22.26823;galaxy
0.05;20.78681;-0.01767561;3.833347;0.05;0.001614858;-0.1045351;21.27961;0.390050682986201;21.4043;galaxy
0.1583344;20.46364;0.05822347;5.967555;0.5997735;5.247316;-0.077738;20.91582;14.848070253404;21.56381;galaxy
0.05;21.12768;0.1844346;2.502394;0.5884628;0.02736244;-0.1542339;22.52445;14.4637090444212;22.58765;galaxy
0.05;21.75809;-0.04091474;2.095111;0.565806;1.115314;0.001222351;22.59976;14.9188570097279;22.24281;galaxy
0.08127923;19.53814;-0.08237793;8.982843;0.8186527;0.001585859;0.02464153;19.58595;-5.03999027022387;20.46082;galaxy
0.3418246;24.79683;-0.196367;42.16264;0.1780609;0.7568449;-0.1625101;23.43431;0.976410131255664;18.60988;galaxy
0.05;20.99298;-0.1653766;2.712933;0.2087516;3.410031;-0.1468741;20.97434;0.370627733820923;21.88182;galaxy
0.05;20.28767;0.08129887;3.650151;0.1317743;16.70008;0.26726;20.2067;-0.410972239749178;21.51481;galaxy
